id,year,title,author,keywords,assigned_topics,authors,abstract,umap_x,umap_y,source_url,poster_number
3000262,2017,A Model of Human Task Switching as Optimal Time Allocation,Dominic Mussack,task switching | time allocation | foraging | human decision-making | decision modeling,Attention & cognitive control / executive function,"Dominic Mussack, Paul Schrater","How do humans allocating time to different activities, e.g.when to eat, work or play? Time allocation is a challenging control problem - it requires integrating the importance and availability of goals with our ability to complete them. By drawing on and extending optimal time allocation results in foraging theory, we develop a rational theory for task switching as an optimal time allocation pro-cess. We combine tasks that provide instantaneous re-wards with those that provide rewards upon completion together in a unified framework. Our approach provides novel explanations for task quitting near completion, and for understanding the impact of deadlines. No prior work has directly applied foraging ideas to general task switch-ing behavior, synthesizing usually disparate bodies of re-search.",3.9222216606140137,5.204418659210205,https://2017.ccneuro.org/abstracts/abstract_3000262.pdf,
3000301,2017,A Multivariate Autoregressive Model to Describe Whole-Brain Bold fMRI Dynamics,Eric Wong,causal modeling | resting-state functional connectivity | multivariate autoregression,Naturalistic encoding/decoding | Neural population geometry & dynamics,Eric Wong,"We show here that a simple multivariate autoregressive (MVAR) model of the signal dynamics in whole brain resting state BOLD fMRI can capture over 50% of the total variance in parcellated data across subjects, robustly discovers well known networks, provides information regarding the nature of the global signal, and provides estimates of connectivity that are more sparse than those measured using conventional correlation analysis.",5.786703586578369,3.57871150970459,https://2017.ccneuro.org/abstracts/abstract_3000301.pdf,
3000100,2017,A Neural Field Model of Sequence Perception,Andrew Valenti,dynamical systems | neural fields | speech perception,Language/auditory neuroscience,"Andrew Valenti, Bradley Oosterveld, Matthias Scheutz","We show how temporal and spatial information can be represented as stable patterns in a dynamical system. It is hypothesized that human perception and knowledge about the world arise from these patterns. We describe how such patterns can be used in a neurologically-inspired model of speech perception, and show how word recognition arises when phonemes and their position in a word are mapped onto activation patterns. These activation patterns are used to identify the set of words whose preﬁx is the corresponding sequence, consistent with the “cohort”-based model of word recognition.",8.815685272216797,3.8117763996124268,https://2017.ccneuro.org/abstracts/abstract_3000100.pdf,
3000066,2017,A Novel Method for fMRI analysis: Inferring Neural Mechanisms from Voxel Tuning,Patrick Sadil,orientation tuning | neuromodulation | model comparison | visual contrast,"Naturalistic encoding/decoding | Methods, theory & everything else","Patrick Sadil, David Huber, John Serences, Rosemary Cowell","Recent fMRI analysis methods produce voxel tuning functions (VTFs) that relate the value of stimulus features (e.g., orientation) to the intensity of BOLD. Modulation of VTFs by differing brain states (e.g., viewing stimuli at low vs. high contrast) has been taken to reflect changes in the shape of neural tuning functions (NTFs) of feature-selective neurons within the voxels. However, mapping a VTF back to NTFs is an ill-posed inverse problem: there are two unknown distributions (the shape and the response magnitude of underlying NTFs) but only one observed distribution (the BOLD signal across values of the stimulus feature). We tackled this inverse problem by using BOLD response profiles from two brain states and solving for modulations in the profile. We collected BOLD from V1 in subjects viewing oriented gratings at low vs. high contrast. We fitted alternative models of NTF modulation by stimulus contrast (additive shift, multiplicative gain, bandwidth sharpening). Although the VTF expressed an additive shift from low to high contrast, the best-fitting models indicated that this shift was driven by multiplicative gain in the NTFs, in line with electrophysiological data. Thus, the method recovers ‘ground truth,’ linking monkey neurophysiological data on NTFs to human fMRI data on VTFs.",7.511989116668701,5.074288368225098,https://2017.ccneuro.org/abstracts/abstract_3000066.pdf,
3000294,2017,A Precise Computational Measure of Impulsivity that Signals Relevant Outcomes in Opioid Addiction Treatment,Silvia Lopez-Guzman,impulsivity | opioid addiction | computational psychiatry | decision making | risky decision-making | delay discounting,Decision-making and metacognition,"Silvia Lopez-Guzman, Anna Konova, Kenway Louie, Paul Glimcher","Computational models of impulsive decision-making, like temporal discounting, are widely used to study addiction. However, clinically validating a marker supposes developing methods that provide high accuracy and reliability. We first show that a modified model of temporal discounting – incorporating individual-specific risk sensitivity - provides a more precise, unbiased, and reliable measure of impulsivity than the standard approach. Using this tool, and given the current opioid epidemic, we set out to investigate longitudinally whether discounting would signal relevant negative outcomes like drug use, relapse and dropout in patients undergoing treatment for opioid addiction. We found that changes in discount rates were related to increased drug use in patients, indicating a vulnerability to full relapse and treatment failure.",2.410726308822632,5.180497646331787,https://2017.ccneuro.org/abstracts/abstract_3000294.pdf,
3000020,2017,A Rational Model of Prioritized Experience Replay,Marcelo Mattar,model-based reinforcement learning | planning | replay | hippocampus | rational analysis,"Memory | Methods, theory & everything else | Decision-making and metacognition | Naturalistic encoding/decoding","Marcelo Mattar, Nathaniel Daw","Psychologists have long argued that animals use maps or models to plan actions, typically viewed as forward simulation at choice time. However, recent experiments suggest that many flexible choice phenomena previously considered to support such planning actually depend on computations occurring earlier, during encoding or offline rest. Analogously, position representations in rodent hippocampus run ahead of the animal at choice points, suggesting a substrate for forward evaluation. However, these events are only one instance of a heterogeneous family of nonlocal sequences which include forward and backward replay, during behavior and rest. Thus, theories of model-based evaluation must be generalized to explain offline computation. We propose a rational model that prioritizes memory retrieval for action evaluation according to expected utility. Utility is approximated as the product of two terms whose balance produces a heterogeneous pattern of experience replay that resembles sequential place cell activity. In particular, a prediction error such as an unexpected reward drives reverse replay to propagate its gain; at other times, a need term drives forward sweeps ahead of the agent. Our model accounts for many empirical findings in humans and rodents and suggests that memory access reflects rational investment of limited computational resources.",4.015847682952881,5.894954681396484,https://2017.ccneuro.org/abstracts/abstract_3000020.pdf,
3000234,2017,A Reverse Correlation Test of Computational Models of Lightness Perception,Richard Murray,human visual perception | psychophysics | computational modelling | lightness perception,"Methods, theory & everything else","Richard Murray, Minjung Kim, Jason Gold","Lightness constancy is the ability to perceive surface albedo accurately despite changes in illumination. This fundamental ability is still poorly understood, and current computational models have widely differing views on what image properties guide lightness perception. Here we adapt reverse correlation methods, which have mostly been used to probe low-level physiological and perceptual computations, to test computational models of the much higher-level phenomenon of lightness perception. Observers viewed the argyle illusion, one of the strongest known lightness illusions, in the presence of visual luminance noise, and judged which of two image patches appeared lighter. We measured the influence of noise at each image location on observers’ judgements. We find that lightness percepts are driven by highly local, anisotropic image regions around the patches being judged. We ran several leading computational models of lightness perception in the same experiment, and we find that they fail to predict even qualitatively which images features guide lightness perception for human observers. Our findings show that any successful computational model of lightness perception must have a role for “lighting frameworks”, i.e., regions of approximately constant illumination. We also suggest how some current computational theories of lightness perception can be revised to account for our findings.",7.991130828857422,7.058404922485352,https://2017.ccneuro.org/abstracts/abstract_3000234.pdf,
3000225,2017,"A snapshot-based, planning-free model of food caching behavior",Johanni Brea,episodic memory | reinforcement learning | snapshot memory | decision making in partially observable environments | caching behavior | corvids,"Decision-making and metacognition | Memory | Methods, theory & everything else | Naturalistic encoding/decoding","Johanni Brea, Wulfram Gerstner","What algorithms underlie the decision making of agents that cannot solely rely on the current stimulus but need to remember singular, past experiences? Some birds, for example, cache different food items at thousands of different locations in their habitat and successfully recover a large fraction, sometimes months later or covered under snow. In laboratory experiments it was observed that jays do not only adapt the strategy of cache recovery to the what-where-when of previous caching events but also adapt their caching behavior to future needs. To find the simplest algorithms that replicate this observed behavior we simulate caching experiments on a computer. We find that it is sufficient to have, first, a mechanism to take ``snapshots'' of the sensory states during caching; second, a stimulus-driven retrieval mechanism; and third, retrieval and caching policies that can be adapted at moments of retrieval. In particular, the future directed behavior does not require any sort of planning.",3.978607654571533,6.349173545837402,https://2017.ccneuro.org/abstracts/abstract_3000225.pdf,
3000115,2017,A Supervised Approach to Understand Human Color Constancy,Vijay Singh,color constancy | accuracy maximization analysis,"Naturalistic encoding/decoding | Methods, theory & everything else","Vijay Singh, Benjamin Heasly, Nicolas Cottaris, David Brainard, Johannes Burge","The human visual system has the ability to perceive stable object colors despite variations in the spectrum of the light reflected from objects due to variation in illumination, an ability called color constancy. Color constancy provides a model system for studying the brain’s ability to combine sensory data with prior information about natural scene statistics in order to resolve ambiguity. To understand the computations that support color constancy, we developed a software pipeline that generates synthetic but none-the-less naturalistic hyperspectral color images and computes the corresponding retinal photoreceptor responses through an accurate model of the early visual system. We study these photoreceptor responses with a biologically-inspired learning method called Accuracy Maximization Analysis (AMA). AMA returns the receptive fields that select the most useful features for estimating a particular task-relevant variable. In this work, we learn the receptive fields that estimate what we call object luminance – the luminance of an object viewed under a standard illuminant (CIE-D65). Across scenes in which the illumination and the reflectance of the objects surrounding a target object vary, the AMA receptive fields, together with a Bayes-optimal decoder, estimate object luminance with a fractional root-mean-squared-error (RMSE) of ~18%, lower than errors produced by simpler methods.",7.122495174407959,5.879522800445557,https://2017.ccneuro.org/abstracts/abstract_3000115.pdf,
3000118,2017,A Temporal Decay Model for Mapping between fMRI and Natural Language Annotations,Kiran Vodrahalli,natural language annotations | multi-modal models | naturalistic stimuli | word sequence embeddings | temporal dynamics,"Naturalistic encoding/decoding | Methods, theory & everything else | Neural population geometry & dynamics | Language/auditory neuroscience","Kiran Vodrahalli, Cathy Chen, Viola Mocz, Christopher Baldassano, Uri Hasson, Sanjeev Arora, Kenneth Norman","Several research groups have shown how to correlate fMRI responses to the meanings of presented stimuli. We study fMRI data gathered from subjects watching an episode of BBC's Sherlock. Previous work demonstrated that a combination of applying shared representations and semantic sentence embeddings while incorporating temporal dynamics information enabled the creation of high-quality bidirectional mappings between fMRI responses and natural language representations (Vodrahalli et al, 2017). However, in this previous work, the methodology for incorporating previous time points was very uninterpretable from a cognitive neuroscience point of view. In this short paper, we present novel tweaks to the temporal dynamics methodology of Vodrahalli et. al. (2017) which result in great improvements in cognitive interpretability with only small penalties in overall accuracy.",6.664206027984619,4.3697991371154785,https://2017.ccneuro.org/abstracts/abstract_3000118.pdf,
3000332,2017,A Theory of Mental Imagery,Jessica Breedlove,vision | mental imagery | generative model,"Methods, theory & everything else","Jessica Breedlove, Ghislain St-Yves, Thomas Naselaris","We present a theory that offers a functional rationale for mental imagery and an explanation for why mental images are experienced as vague and weak. The theory assumes a hierarchical network of recurrently connected brain areas that perform probabilistic inference over retinal input. Analysis of a linear version of the network reveals a putative mental imagery signal that in high-level visual areas is indistinguishable from signals that occur during perception; however, in lower visual areas it differs from its perceptual counterpart by an ""echo"" transformation that mimics a round-trip routing of perceptual signals through the network hierarchy. In networks with iterative spatial pooling this echo transform should act to reduce the resolution of representations encoded in lower-level areas. We test these hypotheses by constructing imagery receptive field models that link brain activation (human fMRI signals) to imagined stimuli, finding good agreement between theory and results. We conclude that signals underlying mental images exist to help us see, and that the vagueness of mental imagery is a straightforward consequence of spatial pooling in the visual system.",7.215118408203125,4.972870349884033,https://2017.ccneuro.org/abstracts/abstract_3000332.pdf,
3000219,2017,A Vector Symbolic Approach to Scene Transformation,Spencer Kent,scene transforms | vector symbolic algebra | connectionism,"Methods, theory & everything else","Spencer Kent, Bruno Olshausen","Visual scene transformation is fundamental to vision both from a theoretical and neurobiological perspective because it is necessary in order to construct robust internal models of the world. However, existing approaches to model complex scene transformation fall short in both their interpretability and scalability. As a first step towards building a theory of complex scene transformations, we demonstrate that the formalism of vector symbolic algebra is a powerful and well-motivated modeling tool in this domain. Our work highlights the simplicity and interpretability of connectionist models that incorporate vector symbolic algebra and suggests ways they might be used to analyze scene transformation.",5.784103870391846,5.612650394439697,https://2017.ccneuro.org/abstracts/abstract_3000219.pdf,
3000128,2017,Activity-Silent Short-Term Memory for Language Processing,Hartmut Fitz,neurobiology of language | sentence comprehension | short-term memory | neural computation | causal modeling,"Language/auditory neuroscience | Methods, theory & everything else | Neural population geometry & dynamics","Hartmut Fitz, Dick van den Broek, Marvin Uhlmann, Renato Duarte, Peter Hagoort, Karl-Magnus Petersson","Integrating meaning over time requires memory ranging from milliseconds (words) to seconds (sentences) and minutes (discourse). How do brain circuits support maintenance across these time-scales? Here we investigate the nature of short-term memory in a neurobiologically motivated model of sentence comprehension. Sparsely connected networks of spiking neurons were exposed to input sentences and their syntactic alternations. The task was to incrementally map these word sequences onto semantic roles (who did what to whom?). To probe memory, we systematically manipulated network connectivity, properties of neuronal adaptation, and the shape of synaptic currents. Near optimal performance was observed when time constants were tuned to the temporal characteristics of the comprehension task. Recurrent connectivity only played a limited role in maintaining information over time. Results suggest that memory for language may be provided by activity-silent dynamic processes rather than persistent spiking activity as in standard models of short-term memory.",5.153045177459717,6.050884246826172,https://2017.ccneuro.org/abstracts/abstract_3000128.pdf,
3000109,2017,Adaptation of the Event-Related Potential Technique for Analyzing Artificial Neural Nets,Andreas Krug,event-related potential | artificial neural nets | introspection | speech recognition | convolutional neural nets,Language/auditory neuroscience,"Andreas Krug, Sebastian Stober","The increase in complexity of Artificial Neural Nets (ANNs) results in difficulties in understanding what they have learned and how they accomplish their goal. As their complexity becomes closer to the one of the human brain, neuroscientific techniques could facilitate their analysis. This paper investigates an adaptation of the Event-Related Potential (ERP) technique for analyzing ANNs demonstrated for a speech recognizer. Our adaptation involves deriving a large number of recordings (trials) for the same word and averaging the resulting neuron activations. This allows for a systematic analysis of neuron activation to reveal their function in detecting specific letters. We compare those observations between an English and German speech recognizer.",7.297996997833252,3.492950677871704,https://2017.ccneuro.org/abstracts/abstract_3000109.pdf,
3000230,2017,Adaptive Sparsity: Remembering less to learn more,Brad Wyble,sparsity | working memory | learning,Memory | Attention & cognitive control / executive function,"Brad Wyble, Garrett Swan, John Sustersic, Sara Jamshidi","Robust AI demands algorithms that can adapt to new environments containing entirely unanticipated forms of information. We gain insight for solving this challenge from biology. Studies of working memory in human subjects suggest that a guiding principle of biological information acquisition is to store as little information as a task requires, preferring storage of abstract representations over simpler representations that are comparatively easy to extract from the environment. We term this principle adaptive sparsity and suggest that this is necessary to efficiently construct a knowledge base. Storing less information about each momentary experience reduces the dimensionality of the search for semantic relationships between concepts, provided that the decisions of what information to cut are appropriately tuned. We present evidence of such sparsity in human observers, a computational model that implements such sparsity, and a conceptual framework for knowledge acquisition in Intelligent Systems. The presentation would begin with a description of working memory studies that show how human memory storage is extremely sparse, follow with a neurocomputational model of working memory that emphasizes such sparsity and conclude with a broader view of how sparse working memory likely contributes to learning knowledge structures.",4.800365924835205,5.273935317993164,https://2017.ccneuro.org/abstracts/abstract_3000230.pdf,
3000125,2017,Ambiguity Resolution in a Spiking Network Model of Sentence Comprehension,Marvin Uhlmann,neurobiology of language | spiking neural network | sentence processing | semantic role labeling | ambiguity resolution,"Language/auditory neuroscience | Methods, theory & everything else | Neural population geometry & dynamics","Marvin Uhlmann, Dick van den Broek, Hartmut Fitz, Peter Hagoort, Karl-Magnus Petersson","Sentence processing involves the real-time combination of word input into a stable semantic interpretation. How does the human language system accomplish this feat in light of massive lexical and structural ambiguity? Here, we model sentence comprehension using an untrained recurrent network of biologically realistic neurons with static, sparse connectivity. A linear readout device maps internal network dynamics, generated by sentence input, onto semantic relations (who did what to whom). Results suggest that ambiguity resolution could be achieved with strictly local, adaptive neuronal memory.",7.662972450256348,3.553981304168701,https://2017.ccneuro.org/abstracts/abstract_3000125.pdf,
3000061,2017,Amygdala drives value and exploration signals in striatum and orbitofrontal cortex,Vincent Costa,exploration-exploitation | amygdala | neurophysiology | striatum | orbitofrontal cortex | markov decision processes | reinforcement learning | uncertainty,"Methods, theory & everything else","Vincent Costa, Bruno Averbeck","The explore-exploit trade-off describes the choice to forego immediate rewards to explore an unknown option and learn if it is better than something already experienced. This trade-off is important in dynamic environments, where reward uncertainty increases the value of exploration. While motivational circuits aid learning, how they enable explore-exploit decisions remains unknown. We recorded neural activity in the amygdala, ventral striatum (VS), and orbitofrontal cortex (OFC) in rhesus macaques, as they solved a multi-arm bandit task. The task required the monkeys balance exploration of novel choice options with exploitation of previously learned option values. We used a Partially Observable Markov Decision Process (POMDP) model to quantify the immediate expected value (IEV) and exploration bonus value (BON) of the monkeys’ choices. The IEV indicated how often each choice was rewarded. The BON described the relative gain or loss of future rewards when choosing to explore or exploit. The chosen IEV was represented in each area, but it was encoded earlier in the amygdala, compared to the VS or OFC. The chosen BON was also encoded earlier and represented more in the amygdala than in the VS or OFC. Thus, the amygdala appears to drive value and exploration signals in frontostriatal circuits.",2.388340473175049,5.444039821624756,https://2017.ccneuro.org/abstracts/abstract_3000061.pdf,
3000329,2017,Amygdala-Striatal Interactions in Instrumental Learning,Ana Mafalda Vicente,basolateral amygdala | dorsomedial striatum | goal-directed action | outcome value,"Methods, theory & everything else","Ana Mafalda Vicente, Paolo Botta, Rui M. Costa","In a changing environment, animals have to learn new actions constantly. A key component in learning new goal-directed actions is the expected value of the outcome. Basolateral amygdala (BLA), which projects broadly to dorsomedial striatum (DMS), has been postulated to play a role in signaling the expected value of outcomes. In this study, we designed a set of experiments to investigate the role of BLA to DMS projections in learning novel goal-directed actions. We uncovered that stimulation of neurons projecting from amygdala to DMS is sufficient to reinforce a novel, self-paced action. The action learned was highly sensitive to changes in the action-stimulation contingency, which suggests the animals were utilizing a goal-directed strategy. These findings, taken together with previous studies involving BLA in value tracking, suggest that the projections from BLA to DMS carry value information necessary for the association between action and the current value of the outcome.",3.1984505653381348,5.799778938293457,https://2017.ccneuro.org/abstracts/abstract_3000329.pdf,
3000145,2017,An Actor Critic with an Internal Model,Farzaneh S. Fard,machine learning | deep reinforcement learning | model-based reinforcement learning | model-free reinforcement learning | predictive learning,"Neural population geometry & dynamics | RL, motor control & planning | Naturalistic encoding/decoding | Decision-making and metacognition","Farzaneh S. Fard, Abraham Nunes, Thomas Trappenberg","Current evidence suggests that the brain uses multiple systems for instrumental control; these systems are known as model-based and model-free. The former predicts action-outcomes using an internal model of the agent’s environment, while the latter learns to repeat previously rewarded actions. This paper proposes a neural architecture comprised of both model-free and model-based reinforcement learning systems, and tests this model’s ability to perform target-reaching with a simulated biarticulate robotic arm. Target-reaching conditions included (A) both static and dynamic target properties, (B) slowly changing robotic arm kinematics, and (C) absence of visual inputs. The proposed model rapidly learns an internal model of environmental dynamics, shows target-reaching performance superior to an existing state of the art model, and successfully performs target-reaching without visual input.",3.085275888442993,6.45747184753418,https://2017.ccneuro.org/abstracts/abstract_3000145.pdf,
